앱이름,유저이름,리뷰날짜,평점,리뷰의 좋아요 개수,리뷰 내용,전처리1,spell_check
당근마켓,이정화,2022년 2월 23일,5,1.0,물건 등록하고 며칠만에 판매성공~ 기분 좋아요~ 자주 이용해야겠어요~^^,물건 등록하고 며칠만에 판매성공 기분 좋아요 자주 이용해야겠어요 ,물건 등록하고 며칠 만에 판매 성공 기분 좋아요 자주 이용해야겠어요 
당근마켓,RAMBA CA,2021년 11월 30일,4,1.0,다 좋은데 이상한 사용자가 꽤 있네요 ㅎㅎ 그리고 내가 차단했다는 사실이 상대에게 제공되는게 의아하네요,다 좋은데 이상한 사용자가 꽤 있네요 그리고 내가 차단했다는 사실이 상대에게 제공되는게 의아하네요,다 좋은데 이상한 사용자가 꽤 있네요 그리고 내가 차단했다는 사실이 상대에게 제공되는 게 의아하네요
당근마켓,블루피쉬,2022년 3월 6일,4,2.0,당근마켓 고객센터전화는 없나요 아무리찾아도 모르겠어요. 당근배송 취소를 해야하는데 판매자나 저나 아무리 당근배송 취소를 눌러도 취소가 안되고 판매자분이나 저나 넘나 애매하게 이러지도 저러지도 못하고 있어요!!,당근마켓 고객센터전화는 없나요 아무리찾아도 모르겠어요 당근배송 취소를 해야하는데 판매자나 저나 아무리 당근배송 취소를 눌러도 취소가 안되고 판매자분이나 저나 넘나 애매하게 이러지도 저러지도 못하고 있어요 ,당근 마켓 고객센터 전화는 없나요 아무리 찾아도 모르겠어요 당근 배송 취소를 해야 하는데 판매자나 저나 아무리 당근 배송 취소를 눌러도 취소가 안되고 판매자분이나 저나 넘나 애매하게 이러지도 저러지도 못하고 있어요 
당근마켓,ju hee sung,2021년 3월 8일,4,,좋아요 잘쓰고 있어요. 다만 아쉬운건 동영상도 올릴수 있게 해줬으면 좋겠네요. 전자기기 같은 경우 정상작동하는거 찍어서 올리고 싶어도 올릴수가 없으니깐요. 채팅으로도 보낼수 없고 그게 좀 아쉬워요.,좋아요 잘쓰고 있어요 다만 아쉬운건 동영상도 올릴수 있게 해줬으면 좋겠네요 전자기기 같은 경우 정상작동하는거 찍어서 올리고 싶어도 올릴수가 없으니깐요 채팅으로도 보낼수 없고 그게 좀 아쉬워요,좋아요 잘 쓰고 있어요 다만 아쉬운 건 동영상도 올릴 수 있게 해줬으면 좋겠네요 전자기기 같은 경우 정상작동하는 거 찍어서 올리고 싶어도 올릴 수가 없으니깐요 채팅으로도 보낼 수 없고 그게 좀 아쉬워요
당근마켓,이주영,2022년 1월 5일,3,,사진 보내고 나서 삭제 할 수 있는 기능도 만들어주세요 사진 잘 못보내서 삭제하고 싶은데 안돼서..ㅠㅠ,사진 보내고 나서 삭제 할 수 있는 기능도 만들어주세요 사진 잘 못보내서 삭제하고 싶은데 안돼서 ,사진 보내고 나서 삭제할 수 있는 기능도 만들어주세요 사진 잘 못 보내서 삭제하고 싶은데 안돼서 
당근마켓,도연,2021년 3월 14일,3,2.0,잘 사용하고 있었는데 며칠전부터 관심 목록이 업데이트 되지 않아요 아무리 하트를 눌러서 관심목록에 추가하려해도 하트가 눌려지지 않고 관심목록에 추가되지도 않네요. 이미 있던 관심목록 리스트에서 다시 하트를 눌러 제거하는건 가능한데 추가는 불가능하니 너무 불편해요,잘 사용하고 있었는데 며칠전부터 관심 목록이 업데이트 되지 않아요 아무리 하트를 눌러서 관심목록에 추가하려해도 하트가 눌려지지 않고 관심목록에 추가되지도 않네요 이미 있던 관심목록 리스트에서 다시 하트를 눌러 제거하는건 가능한데 추가는 불가능하니 너무 불편해요,잘 사용하고 있었는데 며칠 전부터 관심 목록이 업데이트되지 않아요 아무리 하트를 눌러서 관심 목록에 추가하려 해도 하트가 눌려지지 않고 관심 목록에 추가되지도 않네요 이미 있던 관심 목록 리스트에서 다시 하트를 눌러 제거하는 건 가능한데 추가는 불가능하니 너무 불편해요
당근마켓,이상민,2019년 9월 16일,4,2.0,업자가아닌 일반 개인대개인 거래할수있어서 편하구좋아요.. 아쉬운점한가지는 같은지역이라 조금떨어진곳은 동네인증안하면 쳇조차보낼수없다는게 조금아쉽네요.. 쳇이 가능한거리를 좀더 늘려주시는면 거래가 더활발할거같아서 좋을거같아요,업자가아닌 일반 개인대개인 거래할수있어서 편하구좋아요 아쉬운점한가지는 같은지역이라 조금떨어진곳은 동네인증안하면 쳇조차보낼수없다는게 조금아쉽네요 쳇이 가능한거리를 좀더 늘려주시는면 거래가 더활발할거같아서 좋을거같아요,업자가 아닌 일반 개인 대 개인 거래할 수 있어서 편하고 좋아요 아쉬운 점 한 가지는 같은 지역이라 조금 떨어진 곳은 동네 인증 안 하면 쳇조차보낼수없다는게 조금 아쉽네요 쳇이 가능한 거리를 좀 더 늘려주시는 면 거래가 더 활발할 거 같아서 좋을 거 같아요
당근마켓,파란,2020년 4월 30일,3,25.0,"만약 상대방이 앱 삭제 시 제가 그동안 보낸 대화내용은 어떻게 되는건가요? 상대방이 앱을 삭제했는지의 여부도 알 수 있으면 좋겠어요.. 대화내용에 전화번호가 포함되어 있을 시에는 추후 대상자가 그 대화만 삭제하는 기능도 있으면 좋겠고요.. 앱을 삭제한동안 온 채팅내용은 어떻게되는건지 궁금합니다/왔다는 숫자만 떠있는지, 모든 대화기록이 그대로(전,삭제한동안 온)/ 모두 삭제 등 남는다면 어떤 기록만 남게되는지 등에 대해서도 자세히 알려주시면 감사하겠습니다",만약 상대방이 앱 삭제 시 제가 그동안 보낸 대화내용은 어떻게 되는건가요 상대방이 앱을 삭제했는지의 여부도 알 수 있으면 좋겠어요 대화내용에 전화번호가 포함되어 있을 시에는 추후 대상자가 그 대화만 삭제하는 기능도 있으면 좋겠고요 앱을 삭제한동안 온 채팅내용은 어떻게되는건지 궁금합니다 왔다는 숫자만 떠있는지 모든 대화기록이 그대로 전 삭제한동안 온 모두 삭제 등 남는다면 어떤 기록만 남게되는지 등에 대해서도 자세히 알려주시면 감사하겠습니다,만약 상대방이 앱 삭제 시 제가 그동안 보낸 대화 내용은 어떻게 되는 건가요 상대방이 앱을 삭제했는지의 여부도 알 수 있으면 좋겠어요 대화 내용에 전화번호가 포함되어 있을 시에는 추후 대상자가 그 대화만 삭제하는 기능도 있으면 좋겠고요 앱을 삭제한 동안 온 채팅 내용은 어떻게 되는 건지 궁금합니다 왔다는 숫자만 떠있는지 모든 대화 기록이 그대로 전 삭제한 동안 온 모두 삭제 등 남는다면 어떤 기록만 남게 되는지 등에 대해서도 자세히 알려주시면 감사하겠습니다
당근마켓,정현지,2020년 11월 23일,2,2.0,이거 이상해요. 자꾸 제 게시물에 접속이 안되고 화면 정지되고. 그래서 수정하기눌러보니 올렸던 사진 싹 지워져있고. 당근마켓에 계속 접속안된다고 뜨고. 왜이러죠? 이래서 톡도 끊겼던건가 싶고. 대답이 와야하는데 대답이 안와서 이상하다 했는데...,이거 이상해요 자꾸 제 게시물에 접속이 안되고 화면 정지되고 그래서 수정하기눌러보니 올렸던 사진 싹 지워져있고 당근마켓에 계속 접속안된다고 뜨고 왜이러죠 이래서 톡도 끊겼던건가 싶고 대답이 와야하는데 대답이 안와서 이상하다 했는데,이거 이상해요 자꾸 제 게시물에 접속이 안되고 화면 정지되고 그래서 수정하기 눌러보니 올렸던 사진 싹 지워져있고 당근 마켓에 계속 접속 안 된다고 뜨고 왜 이러죠 이래서 톡도 끊겼던 건가 싶고 대답이 와야 하는데 대답이 안 와서 이상하다 했는데
당근마켓,강혜란,2020년 10월 29일,1,5.0,"가격제안불가도 걸어놓고 글에 언급까지 해도 수시로 가격 제안을 하고, 찔러보기, 대답 무시, 거래 직전 파기 등 심각합니다. 동네가 별로인 건지 이상한 사람만 걸리는 건 지... 이런 행위를 하는 사람들은 일시적으로라도 제재를 해야하는 거 아닌가요. 다른 사람의 시간을 낭비시키고는 멀쩡하게 이용하는 꼴이 어이가 없네요.",가격제안불가도 걸어놓고 글에 언급까지 해도 수시로 가격 제안을 하고 찔러보기 대답 무시 거래 직전 파기 등 심각합니다 동네가 별로인 건지 이상한 사람만 걸리는 건 지 이런 행위를 하는 사람들은 일시적으로라도 제재를 해야하는 거 아닌가요 다른 사람의 시간을 낭비시키고는 멀쩡하게 이용하는 꼴이 어이가 없네요,가격제안 불가도 걸어놓고 글에 언급까지 해도 수시로 가격 제안을 하고 찔러보기 대답 무시 거래 직전 파기 등 심각합니다 동네가 별로인 건지 이상한 사람만 걸리는 건지 이런 행위를 하는 사람들은 일시적으로라도 제재를 해야 하는 거 아닌가요 다른 사람의 시간을 낭비시키고는 멀쩡하게 이용하는 꼴이 어이가 없네요
당근마켓,SIYOON LEE,2021년 3월 15일,1,,오류 문의합니다. 지금 네트워크 연결안된다고 알림은 오지만 보지는 못하고 있음. 불완전판매자를 당근에 신고후 진행을 해야하는데 접속이 안됩니다. 새로 어플깔면 대화내용부터 다 리셋되는거죠? 답답하네요ㅜㅜ,오류 문의합니다 지금 네트워크 연결안된다고 알림은 오지만 보지는 못하고 있음 불완전판매자를 당근에 신고후 진행을 해야하는데 접속이 안됩니다 새로 어플깔면 대화내용부터 다 리셋되는거죠 답답하네요 ,오류 문의합니다 지금 네트워크 연결 안 된다고 알림은 오지만 보지는 못하고 있음 불완전판매자를 당근에 신고 후 진행을 해야 하는데 접속이 안됩니다 새로 어플 깔면 대화 내용부터 다 리셋되는 거죠 답답하네요 
당근마켓,최최,2021년 7월 27일,3,8.0,최근에 잘 안 찾다가 오늘 들어가봤는데 로그아웃 되어 있더라구요. 그래서 다시 로그인 하려고 인증문자를 받았는데 2024년 6월 12일까지 이용제한이 되었다고 하면서 로그인이 안되던데 왜 이용제한이 된거죠? 신고를 당한적도 없고 따로 연락도 오지 않았거든요..빠른 시일내에 해결 바랍니다.,최근에 잘 안 찾다가 오늘 들어가봤는데 로그아웃 되어 있더라구요 그래서 다시 로그인 하려고 인증문자를 받았는데 년 월 일까지 이용제한이 되었다고 하면서 로그인이 안되던데 왜 이용제한이 된거죠 신고를 당한적도 없고 따로 연락도 오지 않았거든요 빠른 시일내에 해결 바랍니다,최근에 잘 안 찾다가 오늘 들어가 봤는데 로그아웃 되어 있더라고요 그래서 다시 로그인하려고 인증 문자를 받았는데 연월일까지 이용 제한이 되었다고 하면서 로그인이 안 되던데 왜 이용 제한이 된 거죠 신고를 당한 적도 없고 따로 연락도 오지 않았거든요 빠른 시일 내에 해결 바랍니다
당근마켓,최수지,2021년 2월 17일,4,,"거래 채팅 나눌때 개인정보(전화번호,계좌번호,주소)를 추후에라도 삭제할 수 있는 기능이 있으면 좋겠어요~채팅방을 나가지 않는 이상 개인정보가 계속 남아있게 되는것이 영 찝찝해서요.악용으로 이어질 수 있는 노릇이구요.",거래 채팅 나눌때 개인정보 전화번호 계좌번호 주소 를 추후에라도 삭제할 수 있는 기능이 있으면 좋겠어요 채팅방을 나가지 않는 이상 개인정보가 계속 남아있게 되는것이 영 찝찝해서요 악용으로 이어질 수 있는 노릇이구요,거래 채팅 나눌 때 개인 정보 전화번호 계좌번호 주소를 추후에라도 삭제할 수 있는 기능이 있으면 좋겠어요 채팅방을 나가지 않는 이상 개인 정보가 계속 남아있게 되는 것이 영 찝찝해서요 악용으로 이어질 수 있는 노릇이고요
당근마켓,월이,2022년 1월 12일,4,,평택고덕면이 고덕동으로 이름이 바꼈는데 그거때문에 인증이 안된다네요 업데이트 부탁드립니다,평택고덕면이 고덕동으로 이름이 바꼈는데 그거때문에 인증이 안된다네요 업데이트 부탁드립니다,평택 고덕면이 고덕동으로 이름이 바뀌었는데 그거 때문에 인증이 안된다네요 업데이트 부탁드립니다
당근마켓,임영림,2022년 2월 28일,1,,업데이트되고나더니 제 판매게시글이랑 기존 내용이 모두 사라졌어요ㅜ어찌된걸까요,업데이트되고나더니 제 판매게시글이랑 기존 내용이 모두 사라졌어요 어찌된걸까요,업데이트되고 나더니 제 판매 게시글이랑 기존 내용이 모두 사라졌어요 어찌 된 걸까요
당근마켓,시나브로,2021년 2월 24일,4,,"앱 자체는 좋습니다 다만 기본소양이 부족하신 분과 부득이하게 거래를 하게 되고 확인 안한 제 잘못도 있지만 돈도 덜^^ 받게 되었는데 다른 조치는 취하지 않더라도 차단은 하고 싶으나 최근거래자는 차단이 불가능하다 뜨네요? 차단 전에는 무슨 일이 있을 수 있으니 증거를 남기고자 챗창은 삭제하고 싶지 않은데 볼 때마다 불쾌해져서요, 그런데 거래 후 시간이 얼마나 지나야 차단을 할 수 있는지에 대해 찾을 수가 없네요 결론은 1.거래 후 시간이 얼마나 지나야 차단을 할 수 있는지에 대한 설명 2.대화창 숨김 기능 이 있었으면 좋겠습니다",앱 자체는 좋습니다 다만 기본소양이 부족하신 분과 부득이하게 거래를 하게 되고 확인 안한 제 잘못도 있지만 돈도 덜 받게 되었는데 다른 조치는 취하지 않더라도 차단은 하고 싶으나 최근거래자는 차단이 불가능하다 뜨네요 차단 전에는 무슨 일이 있을 수 있으니 증거를 남기고자 챗창은 삭제하고 싶지 않은데 볼 때마다 불쾌해져서요 그런데 거래 후 시간이 얼마나 지나야 차단을 할 수 있는지에 대해 찾을 수가 없네요 결론은 거래 후 시간이 얼마나 지나야 차단을 할 수 있는지에 대한 설명 대화창 숨김 기능 이 있었으면 좋겠습니다,앱 자체는 좋습니다 다만 기본 소양이 부족하신 분과 부득이하게 거래를 하게 되고 확인 안한 제 잘못도 있지만 돈도 덜 받게 되었는데 다른 조치는 취하지 않더라도 차단은 하고 싶으나 최근 거래자는 차단이 불가능하다 뜨네요 차단 전에는 무슨 일이 있을 수 있으니 증거를 남기고자 챗창은 삭제하고 싶지 않은데 볼 때마다 불쾌해져서요 그런데 거래 후 시간이 얼마나 지나야 차단을 할 수 있는지에 대해 찾을 수가 없네요 결론은 거래 후 시간이 얼마나 지나야 차단을 할 수 있는지에 대한 설명 대화창 숨김 기능 이 있었으면 좋겠습니다
당근마켓,inh yu,2022년 1월 15일,5,,잘 사용하고 있는데요 동네 설정하고 하트 누르려면 인증을 또해야하는게 불편해요,잘 사용하고 있는데요 동네 설정하고 하트 누르려면 인증을 또해야하는게 불편해요,잘 사용하고 있는데요 동네 설정하고 하트 누르려면 인증을 또 해야 하는 게 불편해요
당근마켓,로에엔,2020년 6월 10일,4,5.0,"당근마켓으로 중고거래 처음 시작해봤는데 지금까지 만족하고 잘 사용하고 있습니다. 다만 한가지 불만이 있는데요,, 구매자와 거래완료 후 매너평가를 선택했는데 이후 거짓이유로 환불을 원하셔서 해드렸습니다... 그래서 다시 매너평가를 수정하려했는데 안되더라구요. 그 점이 개선되었음 합니다",당근마켓으로 중고거래 처음 시작해봤는데 지금까지 만족하고 잘 사용하고 있습니다 다만 한가지 불만이 있는데요 구매자와 거래완료 후 매너평가를 선택했는데 이후 거짓이유로 환불을 원하셔서 해드렸습니다 그래서 다시 매너평가를 수정하려했는데 안되더라구요 그 점이 개선되었음 합니다,당근 마켓으로 중고거래 처음 시작해봤는데 지금까지 만족하고 잘 사용하고 있습니다 다만 한가지 불만이 있는데요 구매자와 거래 완료 후 매너 평가를 선택했는데 이후 거짓 이유로 환불을 원하셔서 해드렸습니다 그래서 다시 매너 평가를 수정하려 했는데 안되더라고요 그 점이 개선되었으면 합니다
당근마켓,강성배,2022년 3월 3일,5,2.0,정말 당근마켓 최고 입니다. 많은 분들이 함께 이용 하시면 좋겠습니다.,정말 당근마켓 최고 입니다 많은 분들이 함께 이용 하시면 좋겠습니다,정말 당근 마켓 최고입니다 많은 분들이 함께 이용하시면 좋겠습니다
당근마켓,HJ L,2022년 2월 27일,5,,다양한 물건 거래가눙해서 좋음 당근에서 소소한 힐링이벤트를 해서 보기좋음,다양한 물건 거래가눙해서 좋음 당근에서 소소한 힐링이벤트를 해서 보기좋음,다양한 물건 거래가 눈 해서 좋음 당근에서 소소한 힐링 이벤트를 해서 보기 좋음
당근마켓,인생2막1장,2021년 11월 11일,5,51.0,당근마켓 좋아요. 근처 이웃에게 좋은 물품을 살 수 있다는 점에서 이동거리 짧고 가격 저렴하고 물건은 확실하고...지금 3번째 거래인데 혹시 내가 쓰레기를 돈주고 사가는거 아닐까하는 불안함이 이젠 좀 사라지네요. 다들 좋은분만 만나서 그런가 봅니다. 이용에서 가장 좋은점은 거래 1시간전 당근마켓 무료통화로 거래자간 통화를 통해 거래장소 시간등을 더 정확히 할 수 있다는 점이며 채팅의 응답시간 지연없이 바로 연락할 수 있는 점은 가장 좋은거 같습니다.,당근마켓 좋아요 근처 이웃에게 좋은 물품을 살 수 있다는 점에서 이동거리 짧고 가격 저렴하고 물건은 확실하고 지금 번째 거래인데 혹시 내가 쓰레기를 돈주고 사가는거 아닐까하는 불안함이 이젠 좀 사라지네요 다들 좋은분만 만나서 그런가 봅니다 이용에서 가장 좋은점은 거래 시간전 당근마켓 무료통화로 거래자간 통화를 통해 거래장소 시간등을 더 정확히 할 수 있다는 점이며 채팅의 응답시간 지연없이 바로 연락할 수 있는 점은 가장 좋은거 같습니다,당근 마켓 좋아요 근처 이웃에게 좋은 물품을 살 수 있다는 점에서 이동거리 짧고 가격 저렴하고 물건은 확실하고 지금 번째 거래인데 혹시 내가 쓰레기를 돈 주고 사 가는 거 아닐까 하는 불안함이 이젠 좀 사라지네요 다들 좋은 분만 만나서 그런가 봅니다 이용에서 가장 좋은 점은 거래 시간 전 당근 마켓 무료통화로 거래자 간 통화를 통해 거래장소 시간 등을 더 정확히 할 수 있다는 점이며 채팅의 응답시간 지연 없이 바로 연락할 수 있는 점은 가장 좋은 거 같습니다
당근마켓,강미연,2019년 5월 20일,5,6.0,당근마켓 너무좋아요!!!! 좀 보완됏으면 하는 점은 하트를 누른사람이 누군지 이름.애칭만이라도 보였으면 좋겟어요. 쳇은 못 보내도록 하고요. 귀찮을 수도 있으니까요. 하트누른사람한테 가서 물건보고 물품교환도 할수잇고요. 그리고 사진이 열장이면 한번에 펼쳐보기가 있었으면 좋겠어요. 첫장과 끝장은 비교하면서 보기가 힘들어요.,당근마켓 너무좋아요 좀 보완됏으면 하는 점은 하트를 누른사람이 누군지 이름 애칭만이라도 보였으면 좋겟어요 쳇은 못 보내도록 하고요 귀찮을 수도 있으니까요 하트누른사람한테 가서 물건보고 물품교환도 할수잇고요 그리고 사진이 열장이면 한번에 펼쳐보기가 있었으면 좋겠어요 첫장과 끝장은 비교하면서 보기가 힘들어요,당근 마켓 너무 좋아요 좀 보완됐으면 하는 점은 하트를 누른 사람이 누군지 이름 애칭만이라도 보였으면 좋겠어요 쳇은 못 보내도록 하고요 귀찮을 수도 있으니까요 하트 누른 사람한테 가서 물건 보고 물품 교환도 할 수 있고요 그리고 사진이 열 장이면 한 번에 펼쳐보기가 있었으면 좋겠어요 첫 장과 끝장은 비교하면서 보기가 힘들어요
당근마켓,물고기,2021년 9월 1일,1,6.0,아예 다른 사람에게는 미노출되는 현상이 있습니다. 알림으로 아무것도 공지받지 못했습니다. 3번 삭제 재등록을 했으나 3번 모두 같은 증상입니다. 다른 사람의 계정으로 확인하면 제 물건은 꼭 빠져있더군요. 사진을 바꾸거나 내용을 바꿔도 동일합니다.,아예 다른 사람에게는 미노출되는 현상이 있습니다 알림으로 아무것도 공지받지 못했습니다 번 삭제 재등록을 했으나 번 모두 같은 증상입니다 다른 사람의 계정으로 확인하면 제 물건은 꼭 빠져있더군요 사진을 바꾸거나 내용을 바꿔도 동일합니다,아예 다른 사람에게는 미 노출되는 현상이 있습니다 알림으로 아무것도 공지 받지 못했습니다 번 삭제 재등록을 했으나 번 모두 같은 증상입니다 다른 사람의 계정으로 확인하면 제 물건은 꼭 빠져있더군요 사진을 바꾸거나 내용을 바꿔도 동일합니다
당근마켓,쑤카이브,2021년 12월 8일,1,2.0,삼성 oneui4.0 업데이트 이후에 사용중 블랙아웃 화이트아웃 현상 잦은 발생.,삼성 oneui 업데이트 이후에 사용중 블랙아웃 화이트아웃 현상 잦은 발생,삼성 oneui 업데이트 이후에 사용 중 블랙아웃 화이트아웃 현상 잦은 발생
당근마켓,ㅋㅋ,2020년 10월 9일,1,,기기변경과 번호변경으로 다시 로그인 하려니 가입정보 없다고 떠서 다시 계정만들고 물품 올리려고 위치 찾는데 이렇게 저렇게해도 하도 못찾길래 앱다시 깔고 로그인 하려니 폰인증하고 가입으로 넘어가서 닉네임을 입력하라네요 쓰던 닉네임 입력했더니 전화번호가 이미있다고 이런저런 닉네임 입력해도 전화번호 있다고... 어쩌라는건지 앱 제거하고 다시들어가고 몇번 반복하다 글올립니다 어찌 해야할지 모르겠네요,기기변경과 번호변경으로 다시 로그인 하려니 가입정보 없다고 떠서 다시 계정만들고 물품 올리려고 위치 찾는데 이렇게 저렇게해도 하도 못찾길래 앱다시 깔고 로그인 하려니 폰인증하고 가입으로 넘어가서 닉네임을 입력하라네요 쓰던 닉네임 입력했더니 전화번호가 이미있다고 이런저런 닉네임 입력해도 전화번호 있다고 어쩌라는건지 앱 제거하고 다시들어가고 몇번 반복하다 글올립니다 어찌 해야할지 모르겠네요,기기변경과 번호 변경으로 다시 로그인하려니 가입 정보 없다고 떠서 다시 계정 만들고 물품 올리려고 위치 찾는데 이렇게 저렇게 해도 하도 못 찾길래 맵다 시 깔고 로그인하려니 폰 인증하고 가입으로 넘어가서 닉네임을 입력하라네요 쓰던 닉네임 입력했더니 전화번호가 이미 있다고 이런저런 닉네임 입력해도 전화번호 있다고 어쩌라는 건지 앱 제거하고 다시 들어가고 몇 번 반복하다 글 올립니다 어찌해야 할지 모르겠네요
당근마켓,천영문,2020년 4월 24일,4,26.0,"착한 앱입니다 별도 수수료 없이 판매자 구매자 직거래라는건 매우 좋습니다 막상 거래하려면 시간약속이나, 직접대면이 껄끄러운면 있습니다 수수료를 판매자가 부담하더라도 편의점, 슈퍼마켓, 철물점 에서 물품 전달, 결재대행을 할 수 있으면 더 좋을듯 합니다",착한 앱입니다 별도 수수료 없이 판매자 구매자 직거래라는건 매우 좋습니다 막상 거래하려면 시간약속이나 직접대면이 껄끄러운면 있습니다 수수료를 판매자가 부담하더라도 편의점 슈퍼마켓 철물점 에서 물품 전달 결재대행을 할 수 있으면 더 좋을듯 합니다,착한 앱입니다 별도 수수료 없이 판매자 구매자 직거래라는 건 매우 좋습니다 막상 거래하려면 시간 약속이나 직접 대면이 껄끄러운 면 있습니다 수수료를 판매자가 부담하더라도 편의점 슈퍼마켓 철물점에서 물품 전달 결재 대행을 할 수 있으면 더 좋을듯합니다
당근마켓,하태희,2019년 5월 28일,4,,중고나라보다 지역이 한정적이어서 저는 더 좋았어요 왜냐면 전국구 중고나라는 자잘한물건은 접속자가 넘 많아서 계속 묻히거든요 적당한 숫자의 사용자들끼리 정말 시간도 많이 안뺏기고 거래할 수 있어서 좋았어요 안전거래장치는 없어서 조금 아쉽지만 더 활성화된다면 차차 개선해나갈 부분이겠죵 만족합니다,중고나라보다 지역이 한정적이어서 저는 더 좋았어요 왜냐면 전국구 중고나라는 자잘한물건은 접속자가 넘 많아서 계속 묻히거든요 적당한 숫자의 사용자들끼리 정말 시간도 많이 안뺏기고 거래할 수 있어서 좋았어요 안전거래장치는 없어서 조금 아쉽지만 더 활성화된다면 차차 개선해나갈 부분이겠죵 만족합니다,중고나라보다 지역이 한정적이어서 저는 더 좋았어요 왜냐면 전국구 중고나라는 자잘한 물건은 접속자가 너무 많아서 계속 묻히거든요 적당한 숫자의 사용자들끼리 정말 시간도 많이 안 뺏기고 거래할 수 있어서 좋았어요 안전거래 장치는 없어서 조금 아쉽지만 더 활성화된다면 차차 개선해나갈 부분이겠죠 만족합니다
당근마켓,0000 0,2021년 6월 12일,5,3.0,이 앱이 재미있는 이유는 같은 물건을 두개 올렸는데 구매하시는 분이 한분은 40대 남성분이셨고 한분은 20대 여성분이셨다. 채팅으로 연락을 하기 때문에 어느 정도는 예측할 수 있지만 정확하게 누가 거래장소에 모습을 드러낼지는 만나기 전까지는 모르는 것이다. 이 부분이 매력적이라고 생각한다.,이 앱이 재미있는 이유는 같은 물건을 두개 올렸는데 구매하시는 분이 한분은 대 남성분이셨고 한분은 대 여성분이셨다 채팅으로 연락을 하기 때문에 어느 정도는 예측할 수 있지만 정확하게 누가 거래장소에 모습을 드러낼지는 만나기 전까지는 모르는 것이다 이 부분이 매력적이라고 생각한다,이 앱이 재미있는 이유는 같은 물건을 두 개 올렸는데 구매하시는 분이 한 분은 대 남성분이셨고 한 분은 대 여성분이셨다 채팅으로 연락을 하기 때문에 어느 정도는 예측할 수 있지만 정확하게 누가 거래장소에 모습을 드러낼지는 만나기 전까지는 모르는 것이다 이 부분이 매력적이라고 생각한다
당근마켓,김유리,2022년 5월 21일,3,,안드로이드버전 12인데요 계속인증번호를 적으면 에로코드300이 나옵니다 고쳐주세요,안드로이드버전 인데요 계속인증번호를 적으면 에로코드 이 나옵니다 고쳐주세요,안드로이드 버전인데요 계속 인증번호를 적으면 에로 코드 이 나옵니다 고쳐주세요
당근마켓,허은송,2022년 2월 5일,5,,자기가 필요한 물건을 살수있고 편하고 쉬운것같고 재미있읍니다,자기가 필요한 물건을 살수있고 편하고 쉬운것같고 재미있읍니다,자기가 필요한 물건을 살 수 있고 편하고 쉬운 것 같고 재미있습니다
당근마켓,김해경,2022년 2월 26일,5,1.0,오늘처음으로 당근마켓이용했는데요 너무마음에들고 거래도 너무잘했어요 자주이용할께요~~^^,오늘처음으로 당근마켓이용했는데요 너무마음에들고 거래도 너무잘했어요 자주이용할께요 ,오늘 처음으로 당근 마켓 이용했는데요 너무 마음에 들고 거래도 너무 잘했어요 자주 이용할게요
당근마켓,yanghee kim,2022년 1월 25일,1,2.0,아예 안들어가져요 고객센터도 들어가야지 문의사항을 남기는게 가능한데 이건 너무 불편하네요 인증을 막아두면 문의글은 어디에 남기라는 건지요~? 그래서 검색해보니 팩스로 연락하는 방법이 있어서 팩스를 보냈는데 연락이 제대로 되는지는 모르겠어요 고객센터 부분이 정말 너무 불편해요 인증안되는 사람은 어디다 문의를 하라는 건지요...... 연락올것도 있는데.. 미치겠네요.....,아예 안들어가져요 고객센터도 들어가야지 문의사항을 남기는게 가능한데 이건 너무 불편하네요 인증을 막아두면 문의글은 어디에 남기라는 건지요 그래서 검색해보니 팩스로 연락하는 방법이 있어서 팩스를 보냈는데 연락이 제대로 되는지는 모르겠어요 고객센터 부분이 정말 너무 불편해요 인증안되는 사람은 어디다 문의를 하라는 건지요 연락올것도 있는데 미치겠네요,아예 안 들어가죠요 고객센터도 들어가야지 문의사항을 남기는 게 가능한데 이건 너무 불편하네요 인증을 막아두면 문의 글은 어디에 남기라는 건지요 그래서 검색해보니 팩스로 연락하는 방법이 있어서 팩스를 보냈는데 연락이 제대로 되는지는 모르겠어요 고객센터 부분이 정말 너무 불편해요 인증 안되는 사람은 어디다 문의를 하라는 건지요 연락 올 것도 있는데 미치겠네요
당근마켓,돌순이 Dolsoon,2022년 2월 5일,5,,저렴하게 물건 구할수 있어 너무 좋습니다 다크모드 지원하게 만들어주세요,저렴하게 물건 구할수 있어 너무 좋습니다 다크모드 지원하게 만들어주세요,저렴하게 물건 구할 수 있어 너무 좋습니다 다크 모드 지원하게 만들어주세요
당근마켓,정도명,2022년 1월 25일,5,,잘사용하고있습니다 최고입니다 알림음외부에서샆임할수는없나요,잘사용하고있습니다 최고입니다 알림음외부에서샆임할수는없나요,잘 사용하고 있습니다 최고입니다 알림음외부에서샆임할수는없나요
당근마켓,반갑습니다,2022년 1월 18일,4,,원하는상품이 항상있진않아도 좋은상품 싸게구할수잇어서 좋아요,원하는상품이 항상있진않아도 좋은상품 싸게구할수잇어서 좋아요,원하는 상품이 항상 있진 않아도 좋은 상품 싸게 구할 수 있어서 좋아요
