앱이름,유저이름,리뷰날짜,평점,리뷰의 좋아요 개수,리뷰 내용,전처리1,spell_check
당근마켓,안수지,2019년 8월 21일,4,1.0,필요한 물건 검색해서 보여지는 물품중에 거래완료는 표시안되었으면 좋겠어요 거래가능한물품만보여지게해주세요 그리고 물건하나하나밑으로스크린내리면서보면 너무오래걸려서 한번에많이볼수있게 크기설정도되었으면좋겠어요 너무좋은어플이라 가입첫날부터 여기저기소개했네요 저도추천받아깔았지만 좋아요,필요한 물건 검색해서 보여지는 물품중에 거래완료는 표시안되었으면 좋겠어요 거래가능한물품만보여지게해주세요 그리고 물건하나하나밑으로스크린내리면서보면 너무오래걸려서 한번에많이볼수있게 크기설정도되었으면좋겠어요 너무좋은어플이라 가입첫날부터 여기저기소개했네요 저도추천받아깔았지만 좋아요,필요한 물건 검색해서 보이는 물품 중에 거래 완료는 표시 안되었으면 좋겠어요 거래 가능한 물품만 보이게 해주세요 그리고 물건 하나하나 밑으로 스크린 내리면서 보면 너무 오래 걸려서 한 번에 많이 볼 수 있게 크기 설정도 되었으면 좋겠어요 너무 좋은 어플이라 가입 첫날부터 여기저기 소개했네요 저도 추천받아 깔았지만 좋아요
당근마켓,G L,2020년 7월 20일,4,40.0,"기존 플랫폼들보가 훨씬 쉽게 중고거래를 할 수 있어서 좋아요. 근데 채팅, 키워드 등등 필요한 앱푸시가 많이 오는데... 앱푸시 눌렀을때 바로 관련 페이지로 랜딩이 안 돼서 불편해요. 이거좀 빨리 개선하서 완성도 높은 서비스가 되면 좋겠어요.",기존 플랫폼들보가 훨씬 쉽게 중고거래를 할 수 있어서 좋아요 근데 채팅 키워드 등등 필요한 앱푸시가 많이 오는데 앱푸시 눌렀을때 바로 관련 페이지로 랜딩이 안 돼서 불편해요 이거좀 빨리 개선하서 완성도 높은 서비스가 되면 좋겠어요,기존 플랫폼들 보가 훨씬 쉽게 중고거래를 할 수 있어서 좋아요 근데 채팅 키워드 등등 필요한 앱 푸시가 많이 오는데 앱 푸시 눌렀을 때 바로 관련 페이지로 랜딩이 안 돼서 불편해요 이거 좀 빨리 개선 하서 완성도 높은 서비스가 되면 좋겠어요
당근마켓,Google 사용자,2019년 3월 15일,5,,당근을 만나 비움과 나눔을 실천하게 해줌에 진심으로 감사합니다 집안에 짐으로 꽉찾던 공간을 비움으로 숨쉴공간이 생기고 공기가 회전함을 느낌니다 자동차 정체가 풀리는 듯한 느낌이 모든것에 새로운 기류을 생성시키게 합니다 당근으로 세상은 아직 참 좋은 사람들이 많다는것에도 알게되고 좋은분과 교류하게 됨도 감사합니다 앞으로도 비움과 나눔을 실천하는 삶을 살것 입니다 감사합니다^^♡♡♡♡♡,당근을 만나 비움과 나눔을 실천하게 해줌에 진심으로 감사합니다 집안에 짐으로 꽉찾던 공간을 비움으로 숨쉴공간이 생기고 공기가 회전함을 느낌니다 자동차 정체가 풀리는 듯한 느낌이 모든것에 새로운 기류을 생성시키게 합니다 당근으로 세상은 아직 참 좋은 사람들이 많다는것에도 알게되고 좋은분과 교류하게 됨도 감사합니다 앞으로도 비움과 나눔을 실천하는 삶을 살것 입니다 감사합니다 ,당근을 만나 비움과 나눔을 실천하게 해줌에 진심으로 감사합니다 집안에 짐으로 꽉 찾던 공간을 비움으로 숨 쉴 공간이 생기고 공기가 회전함을 느낍니다 자동차 정체가 풀리는 듯한 느낌이 모든 것에 새로운 기류를 생성시키게 합니다 당근으로 세상은 아직 참 좋은 사람들이 많다는 것에도 알게 되고 좋은 분과 교류하게 됨도 감사합니다 앞으로도 비움과 나눔을 실천하는 삶을 살 것입니다 감사합니다 
당근마켓,밍쭝,2020년 10월 19일,3,,당근마켓 거의 쓴지 1년되어가는듯해요~ 하지만 몇번거래하면서 사고싶은물건이 있으면 몇달전이나 작년 게시물이라 구매를못하겠더라구요ㅜㅜ 다른조치없을까요? 분명 예약중이라 되있지만 혹여나 불발될수도있을듯하여 연락드렸더니 이미 판매완료 라고하셔서...가끔 기분이 찝찝할때가있어요..ㅠ,당근마켓 거의 쓴지 년되어가는듯해요 하지만 몇번거래하면서 사고싶은물건이 있으면 몇달전이나 작년 게시물이라 구매를못하겠더라구요 다른조치없을까요 분명 예약중이라 되있지만 혹여나 불발될수도있을듯하여 연락드렸더니 이미 판매완료 라고하셔서 가끔 기분이 찝찝할때가있어요 ,당근 마켓 거의 쓴 지 년 되어가는 듯해요 하지만 몇 번 거래하면서 사고 싶은 물건이 있으면 몇 달 전이나 작년 게시물이라 구매를 못하겠더라고요 다른 조치 없을까요 분명 예약 중이라 돼있지만 혹여나 불발될 수도 있을듯하여 연락드렸더니 이미 판매 완료 라고 하셔서 가끔 기분이 찝찝할 때가 있어요
당근마켓,채연,2021년 2월 27일,3,,"다 좋지만, 판매금지품목이라고 문자가 계속 옵니다. 판매금지품목이 아닌데도 계속 오는것이 정말 짜증나네요. 한번 와서 확인을 했으면, 판매금지품목 문자 밑에 예/아니오 버튼이 생겨서 아니오를 누르면 문자가 더이상 안왔으면 합니다.",다 좋지만 판매금지품목이라고 문자가 계속 옵니다 판매금지품목이 아닌데도 계속 오는것이 정말 짜증나네요 한번 와서 확인을 했으면 판매금지품목 문자 밑에 예 아니오 버튼이 생겨서 아니오를 누르면 문자가 더이상 안왔으면 합니다,다 좋지만 판매금지 품목이라고 문자가 계속 옵니다 판매금지 품목이 아닌데도 계속 오는 것이 정말 짜증 나네요 한번 와서 확인을 했으면 판매금지 품목 문자 밑에 예 아니오 버튼이 생겨서 아니오를 누르면 문자가 더 이상 안 왔으면 합니다
당근마켓,김현종,2022년 5월 1일,5,1.0,파는 사람 사는사람 서로 좋은거같아요 당근 아니면 나는 필요없어 버릴걸 돈받고 처리할수 있어서 저렴한가격에 구입할수 있어서 좋은 어플인거같네요 환경 오염에도 기여하네요 ㅎㅎ,파는 사람 사는사람 서로 좋은거같아요 당근 아니면 나는 필요없어 버릴걸 돈받고 처리할수 있어서 저렴한가격에 구입할수 있어서 좋은 어플인거같네요 환경 오염에도 기여하네요 ,파는 사람 사는 사람 서로 좋은 거 같아요 당근 아니면 나는 필요 없어 버릴 걸 돈 받고 처리할 수 있어서 저렴한 가격에 구입할 수 있어서 좋은 어플인 거 같네요 환경 오염에도 기여하네요 
당근마켓,소소함,2022년 3월 15일,3,,제가 어제 포켓몬 빵만 구한다고 올렸는데 계속 수제 음식은 판매하면 안된다고 계속 삭제되는 거예요 그래서 계속 올렸더니 정지먹었어요.. 포켓몬 빵이 수제 음식도 아닌데 왜 정지먹나요,제가 어제 포켓몬 빵만 구한다고 올렸는데 계속 수제 음식은 판매하면 안된다고 계속 삭제되는 거예요 그래서 계속 올렸더니 정지먹었어요 포켓몬 빵이 수제 음식도 아닌데 왜 정지먹나요,제가 어제 포켓몬 빵만 구한다고 올렸는데 계속 수제 음식은 판매하면 안 된다고 계속 삭제되는 거예요 그래서 계속 올렸더니 정지 먹었어요 포켓몬 빵이 수제 음식도 아닌데 왜 정지 먹나요
당근마켓,뽀햬,2022년 4월 28일,3,,"당근마켓을 설치하다가 삭제하고 구매할게 있어서 다시 설치를 했는데 2025년까지 채팅도 못하고 아예 못하게 해뒀어요,그래서 고객센터에 질문을 남겼는데 전 계정에서 사기를 쳤다네요..?전 물건을 팔지않고 구매만 했는데 이게 뭔가요;;진짜 너무 속상하네요ㅜㅜ",당근마켓을 설치하다가 삭제하고 구매할게 있어서 다시 설치를 했는데 년까지 채팅도 못하고 아예 못하게 해뒀어요 그래서 고객센터에 질문을 남겼는데 전 계정에서 사기를 쳤다네요 전 물건을 팔지않고 구매만 했는데 이게 뭔가요 진짜 너무 속상하네요 ,당근 마켓을 설치하다가 삭제하고 구매할게 있어서 다시 설치를 했는데 년까지 채팅도 못하고 아예 못하게 해뒀어요 그래서 고객센터에 질문을 남겼는데 전 계정에서 사기를 쳤다네요 전 물건을 팔지 않고 구매만 했는데 이게 뭔가요 진짜 너무 속상하네요 
당근마켓,김이영,2022년 4월 30일,5,,저렴한 가격에 구입. 너무 좋아요!,저렴한 가격에 구입 너무 좋아요 ,저렴한 가격에 구입 너무 좋아요 
당근마켓,최형봉,2022년 4월 22일,5,,최고에 플렛폼이 아닐까 생각합니다 ㅎㅎ 이대로만 쭉 갈수 있으면 좋겠네요,최고에 플렛폼이 아닐까 생각합니다 이대로만 쭉 갈수 있으면 좋겠네요,최고에 플랫폼이 아닐까 생각합니다 이대로만 쭉 갈수 있으면 좋겠네요
당근마켓,꽃감,2021년 3월 12일,3,6.0,제가 당근마켓을 정말 좋아했습니다 싸게 좋은 물건을 살수도 있으니까요 근데 전에는 거리가 먼 동네물건이 보이면 관심목로에 추가할수있었는데 지금은 왜 못 누르는건가요? 이거 좀 많이 불편하네요.. 마음에 드는 나중에 구매하고싶은 제품을 관심목로에 못 넣으니 불편하고 가격이 내려갔는지 안내려갔는지도 확인 못하고 예약중인지 아닌지도 모르고 제가 마음에 드는 제품이나 필요한 제품을 일일이 다 캡쳐하고 검색을 해야되니 좀 많이 불편하네요. 왜 갑자기 안되는거에요?,제가 당근마켓을 정말 좋아했습니다 싸게 좋은 물건을 살수도 있으니까요 근데 전에는 거리가 먼 동네물건이 보이면 관심목로에 추가할수있었는데 지금은 왜 못 누르는건가요 이거 좀 많이 불편하네요 마음에 드는 나중에 구매하고싶은 제품을 관심목로에 못 넣으니 불편하고 가격이 내려갔는지 안내려갔는지도 확인 못하고 예약중인지 아닌지도 모르고 제가 마음에 드는 제품이나 필요한 제품을 일일이 다 캡쳐하고 검색을 해야되니 좀 많이 불편하네요 왜 갑자기 안되는거에요 ,제가 당근 마켓을 정말 좋아했습니다 싸게 좋은 물건을 살 수도 있으니까요 근데 전에는 거리가 먼 동네 물건이 보이면 관심 목록에 추가할 수 있었는데 지금은 왜 못 누르는 건가요 이거 좀 많이 불편하네요 마음에 드는 나중에 구매하고 싶은 제품을 관심 목록에 못 넣으니 불편하고 가격이 내려갔는지 안 내려갔는지도 확인 못하고 예약 중인지 아닌지도 모르고 제가 마음에 드는 제품이나 필요한 제품을 일일이 다 캡처하고 검색을 해야 되니 좀 많이 불편하네요 왜 갑자기 안되는 거예요
당근마켓,아이륜,2022년 4월 16일,4,,흠 당근페이 만든 이유가 그냥 현금 거래하면 되는데 진짜 필요 없는 시스템을 많드셨네요,흠 당근페이 만든 이유가 그냥 현금 거래하면 되는데 진짜 필요 없는 시스템을 많드셨네요,흠 당근 페이 만든 이유가 그냥 현금 거래하면 되는데 진짜 필요 없는 시스템을 많이 드셨네요
당근마켓,연준게임s game,2022년 3월 13일,1,,인증번호가 오지 않아요 계속 기달려도 전송이 되지않습니다..,인증번호가 오지 않아요 계속 기달려도 전송이 되지않습니다,인증번호가 오지 않아요 계속 기다려도 전송이 되지 않습니다
당근마켓,이효순,2022년 4월 22일,5,,좋아서 자꾸 가다 가끔 낚시에 걸려여..매일 당근에 들러 채크하다가 중독 됐네요 그래도 좋와요 ♥.,좋아서 자꾸 가다 가끔 낚시에 걸려여 매일 당근에 들러 채크하다가 중독 됐네요 그래도 좋와요 ,좋아서 자꾸 가다 가끔 낚시에 걸려요 매일 당근에 들러 체크하다가 중독됐네요 그래도 좋아요
당근마켓,지제,2022년 3월 22일,5,,좋아요 근데 공구하는 칸도 따로 있으면 좋겠어요 배송비 땜에 부담스러워서 주민들이랑 같이 공구하고 싶어요,좋아요 근데 공구하는 칸도 따로 있으면 좋겠어요 배송비 땜에 부담스러워서 주민들이랑 같이 공구하고 싶어요,좋아요 근데 공구하는 칸도 따로 있으면 좋겠어요 배송비 땜에 부담스러워서 주민들이랑 같이 공구하고 싶어요
당근마켓,세븐,2022년 4월 12일,5,,당근마켓 덕분에 중고 거래 싸게 좋게 빠르게 했네요 감사합니다!,당근마켓 덕분에 중고 거래 싸게 좋게 빠르게 했네요 감사합니다 ,당근 마켓 덕분에 중고 거래 싸게 좋게 빠르게 했네요 감사합니다 
당근마켓,ji jung,2022년 3월 21일,5,,물건 살때 판매목록을 훑어보는데 게시글수는 있는데 판매목록이 안보이는 경우는 뭐때문일까요?,물건 살때 판매목록을 훑어보는데 게시글수는 있는데 판매목록이 안보이는 경우는 뭐때문일까요 ,물건 살 때 판매 목록을 훑어보는데 게시글 수는 있는데 판매 목록이 안 보이는 경우는 뭐 때문일까요
당근마켓,Polo,2022년 3월 30일,5,,사진이 느리게 뜨고 아예 안뜰 때도 있어요. 그냥 흰색화면이요. 찜을 많이 해서 그런가요 아님 오류인가요??,사진이 느리게 뜨고 아예 안뜰 때도 있어요 그냥 흰색화면이요 찜을 많이 해서 그런가요 아님 오류인가요 ,사진이 느리게 뜨고 아예 안뜰 때도 있어요 그냥 흰색 화면이요 찜을 많이 해서 그런가요 아님 오류인가요 
당근마켓,JuneHee Kim,2022년 4월 22일,5,,"안쓰던 물건을 버려야 하나 고민 많이 했는데, 당근마켓덕에 싸게라도 판매 할 수 있어, 소소한 재미를 보고 있습니다. 중고나라 카페는 업자들이 많아 잘 이용을 안했는데, 여기는 동네사람들과 믿고 거래 할 수 있어 너무 좋아요. 최고!!",안쓰던 물건을 버려야 하나 고민 많이 했는데 당근마켓덕에 싸게라도 판매 할 수 있어 소소한 재미를 보고 있습니다 중고나라 카페는 업자들이 많아 잘 이용을 안했는데 여기는 동네사람들과 믿고 거래 할 수 있어 너무 좋아요 최고 ,안 쓰던 물건을 버려야 하나 고민 많이 했는데 당근 마켓 덕에 싸게라도 판매할 수 있어 소소한 재미를 보고 있습니다 중고나라 카페는 업자들이 많아 잘 이용을 안 했는데 여기는 동네 사람들과 믿고 거래할 수 있어 너무 좋아요 최고 
